,url,bias_class,reliability_class,reliability_score,bias_score,outlet,outlet_labels,adfontes_url
293,https://adfontesmedia.com/u-s-news-and-world-report-bias-reliability/,middle,"reliable, analysis/fact reporting",45.71,-3.64,US News and World Report,2,https://adfontesmedia.com/u-s-news-and-world-report-bias-reliability/
294,https://adfontesmedia.com/unlocking-us-with-brene-brown/,hyper-partisan left,"mixed reliability, opinion or other issues",30.44,-21.8,Unlocking Us with Brene Brown,1,https://adfontesmedia.com/unlocking-us-with-brene-brown/
295,https://adfontesmedia.com/upi-bias-and-reliability/,middle,"reliable, fact reporting",47.56,-1.26,UPI,2,https://adfontesmedia.com/upi-bias-and-reliability/
296,https://adfontesmedia.com/upworthy-bias-and-reliability/,middle,"reliable, analysis/fact reporting",39.98,-3.94,Upworthy,1,https://adfontesmedia.com/upworthy-bias-and-reliability/
297,https://adfontesmedia.com/usa-today-bias-and-reliability/,middle,"reliable, analysis/fact reporting",45.73,-3.82,USA Today,2,https://adfontesmedia.com/usa-today-bias-and-reliability/
298,https://adfontesmedia.com/vanity-fair-bias-and-reliability/,skews left,"generally reliable, analysis or other issues",36.56,-14.14,Vanity Fair,1,https://adfontesmedia.com/vanity-fair-bias-and-reliability/
299,https://adfontesmedia.com/variety-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",41.74,-6.62,Variety,1,https://adfontesmedia.com/variety-bias-and-reliability/
300,https://adfontesmedia.com/vice-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",41.42,-11.25,Vice,1,https://adfontesmedia.com/vice-bias-and-reliability/
301,https://adfontesmedia.com/village-voice-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",43.02,-7.91,The Village Voice,1,https://adfontesmedia.com/village-voice-bias-and-reliability/
302,https://adfontesmedia.com/vogue-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",40.16,-11.98,Vogue,1,https://adfontesmedia.com/vogue-bias-and-reliability/
303,https://adfontesmedia.com/voice-america-bias-and-reliability/,middle,"reliable, fact reporting",47.1,-3.69,Voice of America,2,https://adfontesmedia.com/voice-america-bias-and-reliability/
304,https://adfontesmedia.com/vox-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",40.86,-10.88,Vox,1,https://adfontesmedia.com/vox-bias-and-reliability/
305,https://adfontesmedia.com/wall-street-journal-bias-and-reliability/,middle,"reliable, analysis/fact reporting",46.0,5.03,Wall Street Journal,2,https://adfontesmedia.com/wall-street-journal-bias-and-reliability/
306,https://adfontesmedia.com/washington-blade-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",42.71,-7.49,Washington Blade,1,https://adfontesmedia.com/washington-blade-bias-and-reliability/
307,https://adfontesmedia.com/washington-examiner-bias-and-reliability/,skews right,"generally reliable, analysis or other issues",34.1,14.84,Washington Examiner,1,https://adfontesmedia.com/washington-examiner-bias-and-reliability/
308,https://adfontesmedia.com/washington-free-beacon-bias-and-reliability/,skews right,"generally reliable, analysis or other issues",38.22,13.5,Washington Free Beacon,1,https://adfontesmedia.com/washington-free-beacon-bias-and-reliability/
309,https://adfontesmedia.com/washington-monthly-bias-and-reliability/,skews left,"mixed reliability, opinion or other issues",29.69,-16.65,Washington Monthly,1,https://adfontesmedia.com/washington-monthly-bias-and-reliability/
310,https://adfontesmedia.com/washington-post-bias-and-reliability/,skews left,"reliable, analysis/fact reporting",43.85,-7.79,Washington Post,1,https://adfontesmedia.com/washington-post-bias-and-reliability/
311,https://adfontesmedia.com/washington-times-bias-and-reliability/,skews right,"generally reliable, analysis or other issues",31.82,14.89,Washington Times,1,https://adfontesmedia.com/washington-times-bias-and-reliability/
312,https://adfontesmedia.com/washingtonian-bias-and-reliability/,middle,"reliable, analysis/fact reporting",43.73,-2.75,Washingtonian,1,https://adfontesmedia.com/washingtonian-bias-and-reliability/
313,https://adfontesmedia.com/watters-world-bias-and-reliability/,hyper-partisan right,"mixed reliability, opinion and other issues",29.33,19.0,Watters World,1,https://adfontesmedia.com/watters-world-bias-and-reliability/
314,https://adfontesmedia.com/weather-channel-bias-and-reliability/,middle,"reliable, fact reporting",49.17,-0.86,The Weather Channel,2,https://adfontesmedia.com/weather-channel-bias-and-reliability/
315,https://adfontesmedia.com/week-bias-and-reliability/,skews left,"generally reliable, analysis or other issues",34.19,-11.46,The Week,1,https://adfontesmedia.com/week-bias-and-reliability/
316,https://adfontesmedia.com/western-journal-bias-reliability/,hyper-partisan right,"mixed reliability, opinion or other issues",29.33,20.18,Western Journal,1,https://adfontesmedia.com/western-journal-bias-reliability/
317,https://adfontesmedia.com/wired-bias-and-reliability/,middle,"reliable, analysis/fact reporting",44.35,-5.26,WIRED,2,https://adfontesmedia.com/wired-bias-and-reliability/
318,https://adfontesmedia.com/wnd-bias-and-reliability/,hyper-partisan right,"unreliable, problematic",22.21,21.28,WND,0,https://adfontesmedia.com/wnd-bias-and-reliability/
319,https://adfontesmedia.com/wonkette-bias-and-reliability/,hyper-partisan left,"unreliable, problematic",17.28,-26.75,Wonkette,0,https://adfontesmedia.com/wonkette-bias-and-reliability/
320,https://adfontesmedia.com/world-truth-tv-bias-and-reliability/,hyper-partisan right,"unreliable, misleading",8.52,25.64,WorldTruth.TV,0,https://adfontesmedia.com/world-truth-tv-bias-and-reliability/
321,https://adfontesmedia.com/zerohedge-bias-and-reliability/,skews right,"mixed reliability, opinion or other issues",28.14,13.78,ZeroHedge,0,https://adfontesmedia.com/zerohedge-bias-and-reliability/
