title,bias_score,reliability_score,article_url,adfontes_url,date,outlet,outlet_story_count
"2 Las Vegas residents face kidnapping, sex assault charges",0.67,45.33,https://www.reviewjournal.com/crime/sex-crimes/2-las-vegas-residents-face-kidnapping-sex-assault-charges-2110207/?itm_source=parsely-api,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-09-02,www.reviewjournal.com,24
Some Nevada evictions can still proceed despite moratorium,-1.0,37.33,https://www.reviewjournal.com/news/politics-and-government/nevada/some-nevada-evictions-can-still-proceed-despite-moratorium-2110429/?itm_source=parsely-api,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-09-02,www.reviewjournal.com,24
Longtime Las Vegas exotic pets dealer Ken Foose dies,0.67,44.33,https://www.reviewjournal.com/local/local-las-vegas/longtime-las-vegas-exotic-pets-dealer-ken-foose-dies-2110586/?itm_source=parsely-api,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-09-02,www.reviewjournal.com,24
Underground transit system may soon expand into Las Vegas Strip,0.0,48.0,https://www.reviewjournal.com/news/news-columns/road-warrior/underground-transit-system-may-soon-expand-into-las-vegas-strip-2196478/,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-11-29,www.reviewjournal.com,24
Trump has ‘mild symptoms’ after confirming positive test for COVID-19,-7.5,44.25,https://www.reviewjournal.com/news/politics-and-government/trump-first-lady-test-positive-for-coronavirus-2134562?xxx,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-10-01,www.reviewjournal.com,24
Donald Trump’s odds vs. Joe Biden slump after overnight surge,0.0,37.33,https://www.reviewjournal.com/sports/betting/donald-trumps-odds-vs-joe-biden-slump-after-overnight-surge-2172980/?itm_source=parsely-api,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-11-03,www.reviewjournal.com,24
"Nevada reports 1,068 new coronavirus cases, 7 deaths",0.0,51.0,https://www.reviewjournal.com/life/health/nevada-reports-1068-new-coronavirus-cases-7-deaths-2174949/,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-11-04,www.reviewjournal.com,24
EDITORIAL: President Donald Trump seeks to delay the inevitable,-6.0,40.36,https://www.reviewjournal.com/opinion/editorials/editorial-president-donald-trump-seeks-to-delay-the-inevitable-2181720/,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-11-11,www.reviewjournal.com,24
Las Vegas faces a steep climb in diversifying away from tourism,1.0,46.33,https://www.reviewjournal.com/business/casinos-gaming/las-vegas-faces-a-steep-climb-in-diversifying-away-from-tourism-2194918/,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-11-29,www.reviewjournal.com,24
"DEBRA J. SAUNDERS: If schools are essential, they should be open",10.33,31.0,https://www.reviewjournal.com/opinion/opinion-columns/debra-saunders/debra-j-saunders-if-schools-are-essential-they-should-be-open-2270086/,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2021-01-30,www.reviewjournal.com,24
LETTER: There is no Clark County teen suicide trend,0.0,24.0,https://www.reviewjournal.com/opinion/letters/letter-there-is-no-clark-county-teen-suicide-trend-2273087/,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2021-02-03,www.reviewjournal.com,24
Raiderettes get a new look for Las Vegas,2.33,45.0,https://www.reviewjournal.com/sports/raiders/raiderettes-get-a-new-look-for-las-vegas-2110963/,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-09-03,www.reviewjournal.com,24
Nevada won’t release new vote totals until Thursday,-1.0,50.33,https://www.reviewjournal.com/news/politics-and-government/nevada/nevada-wont-release-new-vote-totals-until-thursday-2174445/?itm_source=parsely-api,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-11-04,www.reviewjournal.com,24
"Democrats gained ground in Senate, but delays expected",-5.67,48.0,https://www.reviewjournal.com/news/politics-and-government/democrats-gained-ground-in-senate-but-delays-expected-2173930/?itm_source=parsely-api,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-11-03,www.reviewjournal.com,24
New unemployment officials reveal plans to get jobless in Nevada help,0.0,49.0,https://www.reviewjournal.com/business/new-unemployment-officials-reveal-plans-to-get-jobless-in-nevada-help-2097904/?itm_source=parsely-api,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-08-18,www.reviewjournal.com,24
"Man, woman killed while sitting in car in central Las Vegas",0.33,49.0,https://www.reviewjournal.com/crime/homicides/man-woman-killed-while-sitting-in-car-in-central-las-vegas-2083395,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-07-29,www.reviewjournal.com,24
"Nevada Legislature special session won’t start until Friday, at earliest",-0.33,49.0,https://www.reviewjournal.com/news/politics-and-government/nevada/nevada-legislature-special-session-wont-start-until-friday-at-earliest-2084047/,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-07-29,www.reviewjournal.com,24
Suspected boogaloo Stephen Parshall facing new child sex charge,-3.67,49.0,https://www.reviewjournal.com/investigations/suspected-boogaloo-stephen-parshall-facing-new-child-sex-charge-2084030/,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-07-29,www.reviewjournal.com,24
Metro lieutenant dies after battling coronavirus,-2.33,44.0,https://www.reviewjournal.com/local/local-las-vegas/metro-lieutenant-dies-after-battling-coronavirus-2083680/,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-07-29,www.reviewjournal.com,24
Golden Knights’ Alex Tuch buys 2nd Las Vegas home in Summerlin,4.0,43.67,https://www.reviewjournal.com/homes/real-estate-millions/golden-knights-alex-tuch-buys-2nd-las-vegas-home-in-summerlin-2097104/?itm_source=parsely-api,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-08-17,www.reviewjournal.com,24
"Hotel owners facing ‘unprecedented wave’ of foreclosures, group says",6.17,39.67,https://www.reviewjournal.com/business/tourism/hotel-owners-facing-unprecedented-wave-of-foreclosures-group-says-2098392/?itm_source=parsely-api,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-08-18,www.reviewjournal.com,24
Gaming icon sells Henderson mansion for $11.25M,-0.67,38.33,https://www.reviewjournal.com/homes/real-estate-millions/gaming-icon-sells-henderson-mansion-for-11-25m-2096038/?itm_source=parsely-api,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-08-16,www.reviewjournal.com,24
NEVADA VIEWS: Your favorite Vegas restaurant is dead,-1.0,31.33,https://www.reviewjournal.com/opinion/nevada-views-your-favorite-vegas-restaurant-is-dead-2095733/?itm_source=parsely-api,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-08-15,www.reviewjournal.com,24
Tropicana for sale on Las Vegas Strip,0.83,53.17,https://www.reviewjournal.com/business/casinos-gaming/tropicana-for-sale-on-las-vegas-strip-2082720,https://adfontesmedia.com/las-vegas-review-journal-bias-and-reliability/,2020-07-28,www.reviewjournal.com,24
Liz Cheney's heresy,-22.67,29.67,https://theweek.com/articles/981319/liz-cheneys-heresy,https://adfontesmedia.com/week-bias-and-reliability/,2021-05-07,theweek.com,24
The economic threats that could derail the Democrats' election dreams,7.67,37.0,https://theweek.com/articles/981286/economic-threats-that-could-derail-democrats-election-dreams,https://adfontesmedia.com/week-bias-and-reliability/,2021-05-07,theweek.com,24
The media is missing the point about Meghan Markle,0.0,43.0,https://theweek.com/articles/971289/media-missing-point-about-meghan-markle,https://adfontesmedia.com/week-bias-and-reliability/,2021-03-11,theweek.com,24
Mitch McConnell is the GOAT,6.33,31.33,https://theweek.com/articles-amp/963218/mitch-mcconnell-goat,https://adfontesmedia.com/week-bias-and-reliability/,2021-01-26,theweek.com,24
GOP congressman questions whether any rioters attacked Capitol because of Trump. Video suggests they did.,-5.67,42.67,https://theweek.com/speedreads/960760/gop-congressman-questions-whether-rioters-attacked-capitol-because-trump-video-suggests-did,https://adfontesmedia.com/week-bias-and-reliability/,2021-01-13,theweek.com,24
The Wuhan lab-leak hypothesis deserves relentless investigating,-8.67,35.33,https://theweek.com/articles/982154/wuhan-lableak-hypothesis-deserves-relentless-investigating,https://adfontesmedia.com/week-bias-and-reliability/,2021-05-13,theweek.com,24
Trump baselessly claims RBG's family was lying about her dying wish,-10.0,35.67,https://theweek.com/speedreads/938781/trump-baselessly-claims-rbgs-family-lying-about-dying-wish,https://adfontesmedia.com/week-bias-and-reliability/,2020-09-21,theweek.com,24
The Trump campaign is reportedly 'discussing contingency plans to bypass election results',-17.67,34.67,https://theweek.com/speedreads/939191/trump-campaign-reportedly-discussing-contingency-plans-bypass-election-results,https://adfontesmedia.com/week-bias-and-reliability/,2020-09-23,theweek.com,24
Jerry Falwell Jr. reveals evangelicalism's authority problem,-15.67,29.67,https://theweek.com/articles/933571/jerry-falwell-jr-reveals-evangelicalisms-authority-problem,https://adfontesmedia.com/week-bias-and-reliability/,2020-08-25,theweek.com,24
Trump's RNC role is a much bigger mistake than Republicans realize,-17.67,36.33,https://theweek.com/articles/933611/trumps-rnc-role-much-bigger-mistake-than-republicans-realize,https://adfontesmedia.com/week-bias-and-reliability/,2020-08-26,theweek.com,24
Donald Trump and the moral decline of the pro-life movement,-18.67,36.33,https://theweek.com/articles/891179/donald-trump-moral-decline-prolife-movement,https://adfontesmedia.com/week-bias-and-reliability/,2020-01-24,theweek.com,24
Trump is winning the impeachment battle — but losing the war,-12.67,31.67,https://theweek.com/articles/890979/trump-winning-impeachment-battle--but-losing-war,https://adfontesmedia.com/week-bias-and-reliability/,2020-01-25,theweek.com,24
QAnon believers are realizing their entire conspiracy was a hoax as Biden is sworn in,-0.67,48.67,https://theweek.com/speedreads/962130/qanon-believers-are-realizing-entire-conspiracy-hoax-biden-sworn,https://adfontesmedia.com/week-bias-and-reliability/,2021-01-20,theweek.com,24
The Miami condo collapse is a devastating reminder of America's artificial land problem,-8.33,39.67,https://theweek.com/feature/opinion/1001964/the-miami-condo-collapse-is-a-devastating-reminder-of-americas-landfill,https://adfontesmedia.com/week-bias-and-reliability/,2021-06-25,theweek.com,24
How the Electoral College made America's pandemic response worse,-19.33,33.67,https://theweek.com/articles/929023/how-electoral-college-made-americas-pandemic-response-worse,https://adfontesmedia.com/week-bias-and-reliability/,2020-08-05,theweek.com,24
The Republican problem no one knows how to solve,-17.33,27.5,https://theweek.com/articles/929197/republican-problem-no-knows-how-solve,https://adfontesmedia.com/week-bias-and-reliability/,2020-08-05,theweek.com,24
Huge hack of alternative web services provider Epik could be 'a Rosetta Stone to the far-right',-7.0,43.67,https://theweek.com/tech/1005166/huge-hack-of-alternative-web-services-provider-epik-could-be-a-rosetta-stone-to-the,https://adfontesmedia.com/week-bias-and-reliability/,2021-09-22,theweek.com,24
The debt ceiling: A fight about nothing,7.33,36.33,https://theweek.com/democrats/1005687/the-debt-ceiling-a-fight-about-nothing,https://adfontesmedia.com/week-bias-and-reliability/,2021-10-05,theweek.com,24
The sticky problem of making Facebook go away,-8.0,33.67,https://theweek.com/facebook/1005668/social-media-outage-how-to-make-it-permanent,https://adfontesmedia.com/week-bias-and-reliability/,2021-10-06,theweek.com,24
The supply chain is an unlikely Ghost of Christmas Present,-2.0,34.67,https://theweek.com/business/1005888/the-supply-chain-is-an-unlikely-ghost-of-christmas-present,https://adfontesmedia.com/week-bias-and-reliability/,2021-10-12,theweek.com,24
You know what violence is,1.67,33.67,https://theweek.com/articles/933909/know-what-violence,https://adfontesmedia.com/week-bias-and-reliability/,2020-08-27,theweek.com,24
The loaded gun of language,-12.33,38.33,https://theweek.com/articles/929215/loaded-gun-language,https://adfontesmedia.com/week-bias-and-reliability/,2020-08-05,theweek.com,24
The Trump Organization could reportedly face criminal charges 'as soon as next week',0.0,44.0,https://theweek.com/donald-trump/1001992/the-trump-organization-could-reportedly-face-criminal-charges-as-soon-as-next,https://adfontesmedia.com/week-bias-and-reliability/,2021-06-26,theweek.com,24
The American leadership void,-19.33,29.0,https://theweek.com/articles/929026/american-leadership-void,https://adfontesmedia.com/week-bias-and-reliability/,2020-08-04,theweek.com,24
An uncomfortable $15 minimum wage column,4.0,38.67,https://www.al.com/opinion/2021/02/an-uncomfortable-15-minimum-wage-column.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2021-02-07,www.al.com,24
"USA faculty, graduates want university to denounce racism after Halloween photo controversy",-5.67,46.67,https://www.al.com/news/2021/04/usa-faculty-graduates-want-university-to-denounce-racism-after-halloween-photo-controversy.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2021-04-01,www.al.com,24
"On gun control, police shootings and living out ‘Groundhog Day’",-1.0,37.67,https://www.al.com/opinion/2021/04/on-gun-control-police-shootings-and-living-out-groundhog-day.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2021-04-16,www.al.com,24
"Alabama beverage distributor to pay $825,000 in race discrimination lawsuit",0.0,46.33,https://www.al.com/news/2021/06/alabama-beverage-distributor-to-pay-825000-in-race-discrimination-lawsuit.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2021-06-04,www.al.com,24
Pride Month 2021: Your guide to 22 events in Alabama,-1.67,51.0,https://www.al.com/life/2021/06/pride-month-2021-your-guide-to-22-events-in-alabama.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2021-06-05,www.al.com,24
Alabama’s 10 fastest growing cities from 2019 to 2020,0.0,50.0,https://www.al.com/news/2021/06/alabamas-10-fastest-growing-cities-from-2019-to-2020.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2021-06-05,www.al.com,24
"Buc-ee’s could open in January 2021, Leeds mayor says",1.67,40.67,https://www.al.com/news/2020/07/buc-ees-could-open-in-january-2021-leeds-mayor-says.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-07-22,www.al.com,24
What would a Monday night schedule change mean for Alabama’s game prep?,0.0,42.67,https://www.al.com/alabamafootball/2020/11/what-would-a-monday-night-schedule-change-mean-for-alabamas-game-prep.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-11-16,www.al.com,24
"Alabama cattle auctions, poultry processors can apply for CARES Act funds",0.0,48.67,https://www.al.com/news/2020/11/alabama-cattle-auctions-poultry-processors-can-apply-for-cares-act-funds.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-11-16,www.al.com,24
"Walmart to restart counting, limiting people in stores",0.0,48.67,https://www.al.com/news/2020/11/walmart-to-restart-counting-limiting-people-in-stores.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-11-16,www.al.com,24
"COVID-19 vaccine in Alabama will be free, first doses could be available by December",0.0,47.25,https://www.al.com/news/2020/11/covid-19-vaccine-in-alabama-will-be-free-first-doses-could-be-available-by-december.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-11-16,www.al.com,24
"Decades before Black Lives Matter, Bonita Carter changed Alabama forever",-6.0,45.75,https://www.al.com/reckon/2020/11/decades-before-black-lives-matter-bonita-carter-changed-alabama-forever.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-11-16,www.al.com,24
Tuberville flipped most of the urban counties in Alabama back to the GOP,-1.0,47.0,https://www.al.com/news/2020/11/tuberville-flipped-most-of-the-urban-counties-in-alabama-back-to-the-gop.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-11-04,www.al.com,24
Medical marijuana reaches Mississippi: will it come to Alabama next?,-3.0,49.67,https://www.al.com/news/2020/11/medical-marijuana-reaches-mississippi-will-it-come-to-alabama-next.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-11-04,www.al.com,24
Lt. Gov. Will Ainsworth claims ‘Democrats’ paid $6 for Jones votes,1.67,47.33,https://www.al.com/politics/2020/11/lt-gov-will-ainsworth-claims-democrats-paid-alabamians-6-to-vote-for-doug-jones.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-11-04,www.al.com,24
Tommy Tuberville to out-of-state 'liberals’ who gave to Jones: ‘Go to hell’,1.33,47.67,https://www.al.com/news/2020/11/tommy-tuberville-to-out-of-state-liberals-who-gave-to-jones-go-to-hell.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-11-04,www.al.com,24
"Coronavirus numbers improving in north Alabama, but officials wary of Labor Day holiday",0.0,46.0,https://www.al.com/news/2020/08/coronavirus-numbers-improving-in-north-alabama-but-officials-wary-of-labor-day-holiday.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-08-06,www.al.com,24
Back-to-school in Alabama 2020: More schools push back start dates; Plexiglas desk dividers,0.0,44.33,https://www.al.com/news/2020/08/back-to-school-in-alabama-2020-more-schools-push-back-start-dates-plexiglass-desk-dividers.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-08-06,www.al.com,24
"Slain Montgomery teen was attacked with metal pole, stabbed with knife during robbery, records show",0.67,51.0,https://www.al.com/news/montgomery/2020/07/slain-montgomery-teen-was-attacked-with-metal-pole-and-stabbed-with-knife-during-robbery-records-show.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-07-22,www.al.com,24
Man charged with 9 sex crimes after 2 teen girls rescued from Bessemer home,0.33,43.67,https://www.al.com/news/birmingham/2020/07/man-charged-with-9-sex-crimes-after-2-teen-girls-rescued-from-bessemer-home.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-07-22,www.al.com,24
Birmingham City Schools going virtual for first quarter,-1.33,51.67,https://www.al.com/news/2020/07/birmingham-city-schools-going-virtual-for-first-quarter.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-07-22,www.al.com,24
"Coronavirus update: Dr. Fauci weighs in on another shutdown, virus in 2021",-6.67,43.33,https://www.al.com/news/2020/08/coronavirus-update-dr-fauci-weighs-in-on-another-shutdown-virus-in-2021.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-08-06,www.al.com,24
Boaz police looking for missing woman,0.0,49.0,https://www.al.com/business/2020/11/boaz-police-looking-for-missing-woman.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-11-16,www.al.com,24
"57 coronavirus deaths, highest 1-day total yet, as state passes 70,000 case mark: County updates",-5.33,53.67,https://www.al.com/news/2020/07/57-coronavirus-deaths-highest-1-day-total-yet-as-state-passes-70000-case-mark-county-updates.html,https://adfontesmedia.com/al-com-bias-and-reliability/,2020-07-22,www.al.com,24
"Texas Deputy Attorney General Calls Simone Biles a ‘National Embarrassment,’ Offers Weak-Ass Apology",-19.33,21.0,https://www.theroot.com/texas-deputy-attorney-general-calls-simone-biles-a-nat-1847385906,https://adfontesmedia.com/root-bias-and-reliability/,2021-07-29,www.theroot.com,24
It’s Time for America to Do the Right Thing and Quarantine Trump’s Press Conferences,-27.5,33.12,https://www.theroot.com/it-s-time-for-america-to-do-the-right-thing-and-quarant-1842559965,https://adfontesmedia.com/root-bias-and-reliability/,2020-03-30,www.theroot.com,24
Trump on NBA Players Kneeling During National Anthem: ‘I Think It’s Disgraceful’,-19.0,36.67,https://www.theroot.com/trump-on-nba-players-kneeling-during-national-anthem-1844622270,https://adfontesmedia.com/root-bias-and-reliability/,2020-08-05,www.theroot.com,24
'I Was Just Depressed and Didn’t Want to Live': Mary J. Blige Reflects on My Life in New Amazon Prime Documentary,0.0,37.67,https://www.theroot.com/i-was-just-depressed-and-didn-t-want-to-live-mary-j-b-1847173001,https://adfontesmedia.com/root-bias-and-reliability/,2021-06-25,www.theroot.com,24
Justice Department Files Lawsuit Against Georgia and Its Racist and Voter Suppressive Ways,-20.33,23.33,https://www.theroot.com/justice-department-files-lawsuit-against-georgia-and-it-1847174061,https://adfontesmedia.com/root-bias-and-reliability/,2021-06-25,www.theroot.com,24
"Ellie Kemper, Who Appeared on TV Show That Actually Starred Tituss Burgess, Outed as Former 'KKK Princess' on Twitter",-17.0,27.33,https://www.theroot.com/ellie-kemper-who-appeared-on-tv-show-that-actually-sta-1847006577,https://adfontesmedia.com/root-bias-and-reliability/,2021-06-01,www.theroot.com,24
Texas Senate Passes Anti-Critical Race Theory in Schools Bill That Waters American History Down With White Tears,-21.17,26.5,https://www.theroot.com/texas-senate-passes-anti-critical-race-theory-in-school-1846948068,https://adfontesmedia.com/root-bias-and-reliability/,2021-05-22,www.theroot.com,24
A Black Woman Knocked on the Door Where a Southern White Man Was Suppressing the Black Vote. It Ended With Her Arrest,-17.33,40.33,https://www.theroot.com/a-black-woman-knocked-on-the-door-where-a-southern-whit-1846559911,https://adfontesmedia.com/root-bias-and-reliability/,2021-03-26,www.theroot.com,24
America's Long Racist Nightmare Is Over,-25.0,23.33,https://www.theroot.com/americas-long-racist-nightmare-is-over-1846093511,https://adfontesmedia.com/root-bias-and-reliability/,2021-01-20,www.theroot.com,24
Gov. Ron DeSantis Signs Florida Mandate to Survey College Students' Views...Because He's Worried About 'Indoctrination',-22.0,26.0,https://www.theroot.com/gov-ron-desantis-signs-florida-mandate-to-survey-colle-1847175738,https://adfontesmedia.com/root-bias-and-reliability/,2021-06-25,www.theroot.com,24
"GTFOH Trump Watch: And Just Like That, the Devil Is Gone",-28.0,24.0,https://www.theroot.com/gtfoh-trump-watch-and-just-like-that-the-devil-is-gon-1846092455,https://adfontesmedia.com/root-bias-and-reliability/,2021-01-20,www.theroot.com,24
Civil Rights Activist Marsha P. Johnson to be the First Transgender Person Given a Monument in America,-7.67,47.67,https://www.theroot.com/civil-rights-activist-marsha-p-johnson-to-be-the-first-1844883873,https://adfontesmedia.com/root-bias-and-reliability/,2020-08-28,www.theroot.com,24
"Day 4: Satan Slept, and What We’ve Learned Now That the Republican National Convention Has Ended",-32.67,13.33,https://www.theroot.com/day-4-satan-slept-and-what-we-ve-learned-now-that-the-1844881022,https://adfontesmedia.com/root-bias-and-reliability/,2020-08-28,www.theroot.com,24
"Jacob Blake Is No Longer Handcuffed to His Hospital Bed, Attorney Says [Updated]",-21.0,28.0,https://www.theroot.com/paralyzed-from-the-waist-down-from-a-police-shooting-j-1844879190,https://adfontesmedia.com/root-bias-and-reliability/,2020-08-28,www.theroot.com,24
"Turning Pain Into Policy: Kamala Harris, Ben Crump Explain Why Police Reform Starts With Economic Justice",-18.33,23.0,https://www.theroot.com/turning-pain-into-policy-kamala-harris-ben-crump-expl-1844881386,https://adfontesmedia.com/root-bias-and-reliability/,2020-08-28,www.theroot.com,24
Prosecutors Request Bond Be Revoked for Former Officer Who Shot Rayshard Brooks After He Took a Vacation to Florida,-9.67,44.0,https://www.theroot.com/prosecutors-request-bond-be-revoked-for-former-officer-1844624601,https://adfontesmedia.com/root-bias-and-reliability/,2020-08-05,www.theroot.com,24
Virginia Mayor Urged to Step Down for Saying That Joe Biden Chose Aunt Jemima as VP Pick,-26.67,26.0,https://www.theroot.com/virginia-mayor-urged-to-step-down-for-saying-that-joe-b-1844624377,https://adfontesmedia.com/root-bias-and-reliability/,2020-08-05,www.theroot.com,24
Louisiana Supreme Court Decides a Black Man Should Stay in Prison for the Rest of His Life for Stealing Hedge Clippers,-11.67,42.0,https://www.theroot.com/louisiana-supreme-court-decides-a-black-man-should-stay-1844619588,https://adfontesmedia.com/root-bias-and-reliability/,2020-08-05,www.theroot.com,24
Earn Our Votes: The Black National Convention Aims to Set an Agenda That Both Political Parties Must Address,-16.33,32.33,https://www.theroot.com/earn-our-votes-the-black-national-convention-aims-to-s-1844879575,https://adfontesmedia.com/root-bias-and-reliability/,2020-08-28,www.theroot.com,24
"Jon Ossoff Defeats David Perdue in Georgia Runoffs, Giving Democrats Control of the Senate",-5.6,46.2,https://www.theroot.com/jon-ossoff-defeats-david-perdue-in-georgia-runoffs-giv-1846003794,https://adfontesmedia.com/root-bias-and-reliability/,2021-01-06,www.theroot.com,24
The Talented Mr. June,0.0,34.67,https://www.theroot.com/the-talented-mr-june-1847172119,https://adfontesmedia.com/root-bias-and-reliability/,2021-06-25,www.theroot.com,24
"Nikole Hannah-Jones, Creator of the New York Times' 1619 Project, Awarded 2020 Pulitzer Prize",-14.0,43.75,https://www.theroot.com/nikole-hannah-jones-creator-of-the-new-york-times-1619-1843248539,https://adfontesmedia.com/root-bias-and-reliability/,2020-05-04,www.theroot.com,24
"Judge Sentences Derek Chauvin to 22.5 Years in Prison, Denies Request for New Trial",0.0,45.33,https://www.theroot.com/judge-sentences-derek-chauvin-to-22-5-years-in-prison-1847176256,https://adfontesmedia.com/root-bias-and-reliability/,2021-06-25,www.theroot.com,24
Dave Chappelle Fans and Netflix Employees Clash During Walkout; Comedian Says He’ll Do 10-City U.S. Tour if The Closer Is Removed From Streamer,-11.67,29.0,https://www.theroot.com/dave-chappelle-fans-and-netflix-employees-clash-during-1847907756,https://adfontesmedia.com/root-bias-and-reliability/,2021-10-21,www.theroot.com,24
Sudan Accuses Ethiopia of Escalating Tensions Over Disputed Territory,0.0,48.33,https://www.voanews.com/africa/sudan-accuses-ethiopia-escalating-tensions-over-disputed-territory,https://adfontesmedia.com/voice-america-bias-and-reliability/,2021-01-15,www.voanews.com,24
Reviving the Arts Amid a Pandemic,0.0,44.33,https://www.voanews.com/a/reviving-the-arts-amid-a-pandemic-/6252935.html,https://adfontesmedia.com/voice-america-bias-and-reliability/,2021-10-01,www.voanews.com,24
Aid to Afghans on US Bases Pours In as Resettlement Continues,-6.33,44.67,https://www.voanews.com/a/aid-to-afghans-on-us-bases-pours-in-as-resettlement-continues/6252991.html,https://adfontesmedia.com/voice-america-bias-and-reliability/,2021-09-30,www.voanews.com,24
US Congress Approves Stopgap Funding to Keep Government Open,-2.0,48.33,https://www.voanews.com/a/us-congress-approves-stopgap-funding-to-keep-government-open/6252474.html,https://adfontesmedia.com/voice-america-bias-and-reliability/,2021-09-03,www.voanews.com,24
US Immigration Agents to More Narrowly Target Migrants for Deportation,-9.67,46.33,https://www.voanews.com/a/us-immigration-agents-to-more-narrowly-target-migrants-for-deportation-/6252479.html,https://adfontesmedia.com/voice-america-bias-and-reliability/,2021-09-30,www.voanews.com,24
Former President Jimmy Carter Quietly Marks 97th Birthday,0.0,45.0,https://www.voanews.com/a/former-president-jimmy-carter-quietly-marks-97th-birthday-/6253060.html,https://adfontesmedia.com/voice-america-bias-and-reliability/,2021-10-01,www.voanews.com,24
2nd Police Department Under Investigation Following Chauvin Conviction,-3.67,46.33,https://www.voanews.com/usa/2nd-police-department-under-investigation-following-chauvin-conviction,https://adfontesmedia.com/voice-america-bias-and-reliability/,2021-04-26,www.voanews.com,24
"With Massive Spending Plans, Biden Seeks to Remake Relationship Between Federal Government and Americans",-6.33,45.67,https://www.voanews.com/usa/massive-spending-plans-biden-seeks-remake-relationship-between-federal-government-and-americans,https://adfontesmedia.com/voice-america-bias-and-reliability/,2021-04-29,www.voanews.com,24
Derek Chauvin Convicted on all Charges in Death of George Floyd,1.0,46.33,https://www.voanews.com/usa/derek-chauvin-convicted-all-charges-death-george-floyd,https://adfontesmedia.com/voice-america-bias-and-reliability/,2021-04-20,www.voanews.com,24
"Whistleblowers Demand VOA Director Resign Over Pompeo Speech, Staff Moves",-2.67,45.33,https://www.voanews.com/press-freedom/whistleblowers-demand-voa-director-resign-over-pompeo-speech-staff-moves,https://adfontesmedia.com/voice-america-bias-and-reliability/,2021-01-14,www.voanews.com,24
Security Bolstered Around Capitol After Warnings of Further Violence,0.0,50.33,https://www.voanews.com/2020-usa-votes/security-bolstered-around-capitol-after-warnings-further-violence,https://adfontesmedia.com/voice-america-bias-and-reliability/,2021-01-14,www.voanews.com,24
US Voters Weigh In on a Variety of Ballot Initiatives,0.0,50.33,https://www.voanews.com/2020-usa-votes/us-voters-weigh-variety-ballot-initiatives,https://adfontesmedia.com/voice-america-bias-and-reliability/,2020-11-04,www.voanews.com,24
German Official Calls for All US Votes to Be Counted,-1.67,47.33,https://www.voanews.com/europe/german-official-calls-all-us-votes-be-counted,https://adfontesmedia.com/voice-america-bias-and-reliability/,2020-11-04,www.voanews.com,24
